27.704105,85.326068
27.703644,85.326219
27.703159,85.326283
27.702803,85.326229
27.703497,85.326878
27.704969,85.329126
27.704817,85.330017
27.703668,85.32933
27.705871,85.326744
27.703497,85.326873
27.701701,85.326905
27.701796,85.327206
27.700732,85.323944
27.703157,85.326286
27.70306,85.326253
27.703808,85.326573
27.704235,85.326578
27.704043,85.326535
27.704413,85.32679
27.705005,85.326948
27.705325,85.326219
27.70533,85.32606
27.705344,85.325642
27.705373,85.325173
27.705309,85.325151
27.705142,85.32513
27.705083,85.325132
27.702634,85.331111
27.70172483,85.33767754
27.70753412,85.33281924
27.70415035,85.33865269
27.69864247,85.33380431
27.70935667,85.33451332
27.70900883,85.33162955
27.70850404,85.33648826
27.7046457,85.33413529
27.69796384,85.33341461
27.70525407,85.32602685
27.6994894,85.32755471
27.70269196,85.32819653
27.70453743,85.33669356
27.70148609,85.33477501
27.70954559,85.32950567
27.69856393,85.33083595
27.69884052,85.33487744
27.69971928,85.33609021
27.6989689,85.33591614
27.70265312,85.32618782
27.70524204,85.33052324
27.70538642,85.33138846
27.69909733,85.33628148
27.70479459,85.33685172
27.70066803,85.3263714
27.7075646,85.32964119
27.69981809,85.3342901
27.7073012,85.33700777
27.69833251,85.32943395
27.70002912,85.33691645
27.69821034,85.333066
27.70580315,85.32627319
27.70482836,85.32688333
27.70435647,85.33579128
27.7089605,85.33180201
27.69953074,85.32990976
27.7041335,85.33408154
27.70835225,85.3299564
27.7007917,85.32679333
27.70389634,85.33432947
27.70428599,85.33228744
27.70654121,85.33848756
27.70069695,85.33277271
27.70175316,85.33771085
27.70010466,85.33097525
27.7038292,85.3260788
27.70179155,85.33162838
27.70079405,85.33462717
27.7024033,85.33037666
27.70024432,85.33360289
